"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","t_centrarchi","t_lynn","t_maritimum","t_mesophilum","t_ovolyticum","t_rebecca","t_soleae","t_sp47","Inference"
"group_7806","susC_6","TonB-dependent receptor SusC","1","1","1","132","6898","150","4424","","2669","2669","2669","","","","","","","NBFCBFAJ_00294","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_7807","","hypothetical protein","1","1","1","132","6897","150","4425","","737","737","737","","","","","","","NBFCBFAJ_00295","","ab initio prediction:Prodigal:2.6"
"group_7808","","hypothetical protein","1","1","1","132","6896","150","4426","","737","737","737","","","","","","","NBFCBFAJ_00296","","ab initio prediction:Prodigal:2.6"
"group_7809","","hypothetical protein","1","1","1","132","6895","150","4427","","209","209","209","","","","","","","NBFCBFAJ_00297","","ab initio prediction:Prodigal:2.6"
"group_781","","hypothetical protein","1","1","1","132","3748","150","5962","","155","155","155","BIAFHNIK_00630","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7810","","hypothetical protein","1","1","1","132","6894","150","4428","","269","269","269","","","","","","","NBFCBFAJ_00298","","ab initio prediction:Prodigal:2.6"
"group_7811","hemR","Hemin receptor","1","1","1","132","6893","150","4429","","2462","2462","2462","","","","","","","NBFCBFAJ_00299","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P31499"
"group_7812","recO","DNA repair protein RecO","1","1","1","132","6892","150","4430","","722","722","722","","","","","","","NBFCBFAJ_00300","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00201"
"group_7813","","Inorganic triphosphatase","1","1","1","132","6891","150","4431","","470","470","470","","","","","","","NBFCBFAJ_00301","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A3DIJ8"
"group_7814","","hypothetical protein","1","1","1","132","6890","150","4432","","641","641","641","","","","","","","NBFCBFAJ_00302","","ab initio prediction:Prodigal:2.6"
"group_7815","plsC","1-acyl-sn-glycerol-3-phosphate acyltransferase","1","1","1","132","6889","150","4433","","896","896","896","","","","","","","NBFCBFAJ_00303","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P26647"
"group_7816","","hypothetical protein","1","1","1","132","6465","150","4440","","302","302","302","","","","","","","NBFCBFAJ_00305","","ab initio prediction:Prodigal:2.6"
"group_7817","yhdN","General stress protein 69","1","1","1","132","6464","150","4441","","1040","1040","1040","","","","","","","NBFCBFAJ_00306","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P80874"
"group_7818","pgk","Phosphoglycerate kinase","1","1","1","132","6463","150","4442","","1187","1187","1187","","","","","","","NBFCBFAJ_00307","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YPR1"
"group_7819","moaE1","Molybdopterin synthase catalytic subunit 1","1","1","1","132","6462","150","4443","","422","422","422","","","","","","","NBFCBFAJ_00308","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR3"
"group_782","","hypothetical protein","1","1","1","132","7093","150","4722","","263","263","263","BIAFHNIK_01065","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7820","","hypothetical protein","1","1","1","132","6838","150","4444","","2756","2756","2756","","","","","","","NBFCBFAJ_00309","","ab initio prediction:Prodigal:2.6"
"group_7821","","2-oxoglutaramate amidase","1","1","1","132","6839","150","4445","","785","785","785","","","","","","","NBFCBFAJ_00310","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q93NG1"
"group_7822","","hypothetical protein","1","1","1","132","6837","150","4448","","728","728","728","","","","","","","NBFCBFAJ_00312","","ab initio prediction:Prodigal:2.6"
"group_7823","","hypothetical protein","1","1","1","132","6822","150","4449","","410","410","410","","","","","","","NBFCBFAJ_00313","","ab initio prediction:Prodigal:2.6"
"group_7824","","hypothetical protein","1","1","1","132","6823","150","4450","","1802","1802","1802","","","","","","","NBFCBFAJ_00314","","ab initio prediction:Prodigal:2.6"
"group_7825","susC_7","TonB-dependent receptor SusC","1","1","1","132","6824","150","4451","","2621","2621","2621","","","","","","","NBFCBFAJ_00315","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_7826","pgi","Glucose-6-phosphate isomerase","1","1","1","132","6825","150","4452","","1568","1568","1568","","","","","","","NBFCBFAJ_00316","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9KUY4"
"group_7827","mepM_1","Murein DD-endopeptidase MepM","1","1","1","132","6826","150","4453","","1283","1283","1283","","","","","","","NBFCBFAJ_00317","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFS9"
"group_7828","","hypothetical protein","1","1","1","132","6827","150","4454","","776","776","776","","","","","","","NBFCBFAJ_00318","","ab initio prediction:Prodigal:2.6"
"group_7829","kynA","Tryptophan 2%2C3-dioxygenase","1","1","1","132","6828","150","4455","","920","920","920","","","","","","","NBFCBFAJ_00319","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q1LK00"
"group_783","","hypothetical protein","1","1","1","132","3746","150","5960","","215","215","215","BIAFHNIK_00633","","","","","","","","ab initio prediction:Prodigal:2.6"
"fhuA_1","","Ferrichrome-iron receptor","1","1","1","132","6486","150","128","","2348","2348","2348","","","","","","","NBFCBFAJ_00322","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06971"
"fhuA_2","","Ferrichrome-iron receptor","1","1","1","132","6487","150","127","","2618","2618","2618","","","","","","","NBFCBFAJ_00323","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06971"
"group_7832","","hypothetical protein","1","1","1","132","6488","150","126","","329","329","329","","","","","","","NBFCBFAJ_00324","","ab initio prediction:Prodigal:2.6"
"group_7833","","hypothetical protein","1","1","1","132","6489","150","125","","302","302","302","","","","","","","NBFCBFAJ_00325","","ab initio prediction:Prodigal:2.6"
"group_7834","","hypothetical protein","1","1","1","132","6490","150","124","","2051","2051","2051","","","","","","","NBFCBFAJ_00326","","ab initio prediction:Prodigal:2.6"
"rebM_1","","Demethylrebeccamycin-D-glucose O-methyltransferase","1","1","1","132","6491","150","123","","665","665","665","","","","","","","NBFCBFAJ_00327","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8KZ94"
"group_7836","isiB","Flavodoxin","1","1","1","132","6492","150","122","","524","524","524","","","","","","","NBFCBFAJ_00328","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P31158"
"group_7837","","hypothetical protein","1","1","1","132","6776","150","151","","896","896","896","","","","","","","NBFCBFAJ_00330","","ab initio prediction:Prodigal:2.6"
"group_7838","atl","DNA base-flipping protein","1","1","1","132","6500","150","79","","329","329","329","","","","","","","NBFCBFAJ_00334","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFP2"
"group_7839","","hypothetical protein","1","1","1","132","6524","150","94","","218","218","218","","","","","","","NBFCBFAJ_00336","","ab initio prediction:Prodigal:2.6"
"group_784","","hypothetical protein","1","1","1","132","4483","150","4720","","245","245","245","BIAFHNIK_01067","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7840","","hypothetical protein","1","1","1","132","6523","150","93","","902","902","902","","","","","","","NBFCBFAJ_00337","","ab initio prediction:Prodigal:2.6"
"group_7841","upp","Uracil phosphoribosyltransferase","1","1","1","132","6522","150","92","","653","653","653","","","","","","","NBFCBFAJ_00338","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P67396"
"group_7842","","Tropinesterase","1","1","1","132","6521","150","91","","776","776","776","","","","","","","NBFCBFAJ_00339","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07383"
"group_7843","","hypothetical protein","1","1","1","132","6520","150","90","","557","557","557","","","","","","","NBFCBFAJ_00340","","ab initio prediction:Prodigal:2.6"
"group_7844","brnQ","Branched-chain amino acid transport system 2 carrier protein","1","1","1","132","6519","150","89","","1274","1274","1274","","","","","","","NBFCBFAJ_00341","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AD99"
"group_7845","","hypothetical protein","1","1","1","132","6518","150","88","","473","473","473","","","","","","","NBFCBFAJ_00342","","ab initio prediction:Prodigal:2.6"
"group_7846","feoB","Fe(2+) transporter FeoB","1","1","1","132","6517","150","87","","2105","2105","2105","","","","","","","NBFCBFAJ_00343","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9PMQ9"
"group_7847","","hypothetical protein","1","1","1","132","6516","150","86","","224","224","224","","","","","","","NBFCBFAJ_00344","","ab initio prediction:Prodigal:2.6"
"dnaX","","DNA polymerase III subunit tau","1","1","1","132","6515","150","85","","1151","1151","1151","","","","","","","NBFCBFAJ_00345","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06710"
"group_7849","","hypothetical protein","1","1","1","132","6514","150","84","","464","464","464","","","","","","","NBFCBFAJ_00346","","ab initio prediction:Prodigal:2.6"
"group_785","","hypothetical protein","1","1","1","132","3745","150","5959","","389","389","389","BIAFHNIK_00636","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7850","zraS_1","Sensor protein ZraS","1","1","1","132","6513","150","83","","1412","1412","1412","","","","","","","NBFCBFAJ_00347","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37461"
"crt_1","","Short-chain-enoyl-CoA hydratase","1","1","1","132","6512","150","82","","782","782","782","","","","","","","NBFCBFAJ_00348","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P52046"
"group_7852","","hypothetical protein","1","1","1","132","6511","150","81","","656","656","656","","","","","","","NBFCBFAJ_00349","","ab initio prediction:Prodigal:2.6"
"group_7853","asd","Aspartate-semialdehyde dehydrogenase","1","1","1","132","6510","150","80","","989","989","989","","","","","","","NBFCBFAJ_00350","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q04797"
"group_7854","dinB","DNA polymerase IV","1","1","1","132","6531","150","1888","","1082","1082","1082","","","","","","","NBFCBFAJ_00352","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q47155"
"group_7855","yehU_2","Sensor histidine kinase YehU","1","1","1","132","6530","150","1889","","1913","1913","1913","","","","","","","NBFCBFAJ_00353","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AD14"
"group_7856","ypdB_3","Transcriptional regulatory protein YpdB","1","1","1","132","6529","150","1890","","734","734","734","","","","","","","NBFCBFAJ_00354","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AE39"
"group_7857","","hypothetical protein","1","1","1","132","6528","150","1891","","989","989","989","","","","","","","NBFCBFAJ_00355","","ab initio prediction:Prodigal:2.6"
"group_7858","mltD_1","Membrane-bound lytic murein transglycosylase D","1","1","1","132","6527","150","1892","","1526","1526","1526","","","","","","","NBFCBFAJ_00356","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEZ7"
"group_7859","","hypothetical protein","1","1","1","132","1282","150","1887","","230","230","230","","","","","","","NBFCBFAJ_00358","","ab initio prediction:Prodigal:2.6"
"group_786","","hypothetical protein","1","1","1","132","4485","150","4718","","473","473","473","BIAFHNIK_01069","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7860","mrcA_1","Penicillin-binding protein 1A","1","1","1","132","1256","150","1708","","2282","2282","2282","","","","","","","NBFCBFAJ_00361","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O66874"
"group_7861","gldH","Gliding motility lipoprotein GldH","1","1","1","132","1257","150","1709","","488","488","488","","","","","","","NBFCBFAJ_00362","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8KRP0"
"group_7862","","hypothetical protein","1","1","1","132","1258","150","1710","","1511","1511","1511","","","","","","","NBFCBFAJ_00363","","ab initio prediction:Prodigal:2.6"
"group_7863","pepN","Aminopeptidase N","1","1","1","132","1229","150","1707","","1838","1838","1838","","","","","","","NBFCBFAJ_00365","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q11010"
"group_7864","","hypothetical protein","1","1","1","132","1230","150","1706","","404","404","404","","","","","","","NBFCBFAJ_00366","","ab initio prediction:Prodigal:2.6"
"group_7865","anr","Transcriptional activator protein Anr","1","1","1","132","3342","150","1704","","584","584","584","","","","","","","NBFCBFAJ_00369","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O85222"
"group_7866","","hypothetical protein","1","1","1","132","3343","150","1703","","353","353","353","","","","","","","NBFCBFAJ_00370","","ab initio prediction:Prodigal:2.6"
"yceI_1","","Protein YceI","1","1","1","132","3344","150","1702","","578","578","578","","","","","","","NBFCBFAJ_00371","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00780"
"group_7868","comR","HTH-type transcriptional repressor ComR","1","1","1","132","3345","150","1701","","638","638","638","","","","","","","NBFCBFAJ_00372","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P75952"
"ydaD","","General stress protein 39","1","1","1","132","3346","150","1700","","755","755","755","","","","","","","NBFCBFAJ_00373","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P80873"
"group_787","","hypothetical protein","1","1","1","132","60","150","6926","","521","521","521","BIAFHNIK_00654","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7870","","hypothetical protein","1","1","1","132","3347","150","1659","","575","575","575","","","","","","","NBFCBFAJ_00374","","ab initio prediction:Prodigal:2.6"
"group_7871","","hypothetical protein","1","1","1","132","3348","150","1660","","770","770","770","","","","","","","NBFCBFAJ_00375","","ab initio prediction:Prodigal:2.6"
"group_7872","","hypothetical protein","1","1","1","132","3349","150","1661","","578","578","578","","","","","","","NBFCBFAJ_00376","","ab initio prediction:Prodigal:2.6"
"group_7873","","hypothetical protein","1","1","1","132","3350","150","1662","","452","452","452","","","","","","","NBFCBFAJ_00377","","ab initio prediction:Prodigal:2.6"
"group_7874","yehT","Transcriptional regulatory protein YehT","1","1","1","132","3351","150","1663","","695","695","695","","","","","","","NBFCBFAJ_00378","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFT5"
"group_7875","ypdA_1","Sensor histidine kinase YpdA","1","1","1","132","3352","150","1664","","1055","1055","1055","","","","","","","NBFCBFAJ_00379","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AA93"
"group_7876","","hypothetical protein","1","1","1","132","3353","150","1665","","1265","1265","1265","","","","","","","NBFCBFAJ_00380","","ab initio prediction:Prodigal:2.6"
